image,annotations__label,annotations__coordinates__x,annotations__coordinates__y,annotations__coordinates__width,annotations__coordinates__height
,No issues,2051,3787,566,431
,No issues,1958,4100,566,431
,No issues,1857,4417,566,431
170165h.JPG,No issues,978,2936,368,173
,No issues,980,2759,361,184
,No issues,966,2590,363,172
,No issues,971,2392,361,196
,No issues,957,2232,377,179
,No issues,958,2067,379,178
,No issues,953,1897,379,180
,No issues,941,1714,384,188
,No issues,946,1536,373,178
,No issues,930,1358,387,185
,No issues,918,979,386,196
,Flashover damage,917,600,386,196
,Flashover damage,909,140,394,267
,Flashover damage,881,105,532,3056
,No issues,916,782,386,196
,No issues,917,404,386,196
,No issues,932,1157,386,196
170165v.JPG,No issues,789,106,368,173
,No issues,794,272,361,184
,No issues,806,453,363,172
,No issues,803,627,361,196
,No issues,801,804,377,179
,No issues,798,970,379,178
,No issues,803,1138,379,180
,No issues,810,1313,384,188
,No issues,816,1501,373,178
,No issues,818,1672,387,185
,No issues,831,2040,386,196
,Flashover damage,832,2419,386,196
,Flashover damage,832,2808,394,267
,Flashover damage,722,54,532,3056
,No issues,833,2237,386,196
,No issues,832,2615,386,196
,No issues,817,1862,386,196
170165d.JPG,No issues,978,106,368,173
,No issues,980,272,361,184
,No issues,966,453,363,172
,No issues,971,627,361,196
,No issues,957,804,377,179
,No issues,958,970,379,178
,No issues,953,1138,379,180
,No issues,941,1313,384,188
,No issues,946,1501,373,178
,No issues,930,1672,387,185
,No issues,918,2040,386,196
,Flashover damage,917,2419,386,196
,Flashover damage,909,2808,394,267
,Flashover damage,881,54,532,3056
,No issues,916,2237,386,196
,No issues,917,2615,386,196
,No issues,932,1862,386,196
170311 (2).JPG,No issues,1858,849,348,199
,Broken,1843,1167,327,194
,Broken,1805,6,444,2183
,No issues,1876,0,348,196
,No issues,1871,160,348,196
,No issues,1873,331,348,196
,No issues,1862,506,348,196
,No issues,1853,660,348,196
,No issues,1853,999,348,196
,No issues,1844,1484,348,196
,No issues,1835,1652,348,196
,No issues,1826,1814,348,196
,No issues,1828,1974,348,196
170311 (2)h.JPG,No issues,1473,849,348,199
,Broken,1509,1167,327,194
,Broken,1430,6,444,2183
,No issues,1455,0,348,196
,No issues,1460,160,348,196
,No issues,1458,331,348,196
,No issues,1469,506,348,196
,No issues,1478,660,348,196
,No issues,1478,999,348,196
,No issues,1487,1484,348,196
,No issues,1496,1652,348,196
,No issues,1505,1814,348,196
,No issues,1503,1974,348,196
170311 (2)d.JPG,No issues,1473,1407,348,199
,Broken,1509,1094,327,194
,Broken,1430,266,444,2183
,No issues,1455,2259,348,196
,No issues,1460,2099,348,196
,No issues,1458,1928,348,196
,No issues,1469,1753,348,196
,No issues,1478,1599,348,196
,No issues,1478,1260,348,196
,No issues,1487,775,348,196
,No issues,1496,607,348,196
,No issues,1505,445,348,196
,No issues,1503,285,348,196
170615.JPG,No issues,2519,3130,779,532
,Broken,2683,2463,754,588
,Broken,2295,2442,1194,1558
,No issues,2434,3418,779,532
,No issues,2349,3681,780,319
170615h.JPG,No issues,2701,3130,779,532
,Broken,2562,2463,754,588
,Broken,2510,2442,1194,1558
,No issues,2786,3418,779,532
,No issues,2870,3681,780,319
170615v.JPG,No issues,2519,337,779,532
,Broken,2683,948,754,588
,Broken,2295,0,1194,1558
,No issues,2434,49,779,532
,No issues,2349,0,780,319
170615d.JPG,No issues,2701,337,779,532
,Broken,2562,948,754,588
,Broken,2510,0,1194,1558
,No issues,2786,49,779,532
,No issues,2870,0,780,319
100267h.JPG,No issues,1672,379,458,246
,No issues,1103,1441,464,315
,Broken,1503,671,432,316
,Broken,825,214,1398,1922
,No issues,1224,1239,432,319
,No issues,1317,1039,432,319
,No issues,1028,1607,432,319
,No issues,927,1791,432,319
100267v.JPG,No issues,1085,1510,458,246
,No issues,1648,379,464,315
,Broken,1280,1148,432,316
,Broken,992,0,1398,1922
,No issues,1559,577,432,319
,No issues,1466,777,432,319
,No issues,1755,209,432,319
,No issues,1856,25,432,319
130066.jpg,No issues,1740,1052,277,413
,Broken,2251,1230,312,396
,Broken,346,599,3011,1249
,No issues,1912,1103,277,413
,No issues,2478,1268,277,413
,No issues,2657,1319,277,413
,No issues,2856,1368,277,413
,No issues,3030,1412,277,413
,No issues,1570,1003,277,413
,No issues,1391,948,277,413
,No issues,1212,893,277,413
,No issues,1038,843,277,413
,No issues,857,785,277,413
,No issues,691,737,277,413
,No issues,525,682,277,413
,No issues,361,634,277,413
130066v.jpg,No issues,1740,1382,277,413
,Broken,2251,1221,312,396
,Broken,346,999,3011,1249
,No issues,1912,1331,277,413
,No issues,2478,1166,277,413
,No issues,2657,1115,277,413
,No issues,2856,1066,277,413
,No issues,3030,1022,277,413
,No issues,1570,1431,277,413
,No issues,1391,1486,277,413
,No issues,1212,1541,277,413
,No issues,1038,1591,277,413
,No issues,857,1649,277,413
,No issues,691,1697,277,413
,No issues,525,1752,277,413
,No issues,361,1800,277,413
130066d.jpg,No issues,2270,1382,277,413
,Broken,1724,1221,312,396
,Broken,930,999,3011,1249
,No issues,2098,1331,277,413
,No issues,1532,1166,277,413
,No issues,1353,1115,277,413
,No issues,1154,1066,277,413
,No issues,980,1022,277,413
,No issues,2440,1431,277,413
,No issues,2619,1486,277,413
,No issues,2798,1541,277,413
,No issues,2972,1591,277,413
,No issues,3153,1649,277,413
,No issues,3319,1697,277,413
,No issues,3485,1752,277,413
,No issues,3649,1800,277,413
150438.JPG,No issues,2385,911,1159,628
,Broken,2329,1817,1193,578
,Broken,2267,1,1358,3980
,No issues,2409,432,1159,628
,No issues,2419,0,1159,628
,No issues,2358,1314,1159,628
,No issues,2337,2648,1159,628
,No issues,2333,3065,1159,628
,No issues,2316,3514,1159,486
150438h.JPG,No issues,2455,911,1159,628
,Broken,2477,1817,1193,578
,Broken,2374,1,1358,3980
,No issues,2431,432,1159,628
,No issues,2421,0,1159,628
,No issues,2482,1314,1159,628
,No issues,2503,2648,1159,628
,No issues,2507,3065,1159,628
,No issues,2524,3514,1159,486
150438v.JPG,No issues,2385,2460,1159,628
,Broken,2329,1604,1193,578
,Broken,2267,18,1358,3980
,No issues,2409,2939,1159,628
,No issues,2419,3371,1159,628
,No issues,2358,2057,1159,628
,No issues,2337,723,1159,628
,No issues,2333,306,1159,628
,No issues,2316,0,1159,486
150438d.JPG,No issues,2455,2460,1159,628
,Broken,2477,1604,1193,578
,Broken,2374,18,1358,3980
,No issues,2431,2939,1159,628
,No issues,2421,3371,1159,628
,No issues,2482,2057,1159,628
,No issues,2503,723,1159,628
,No issues,2507,306,1159,628
,No issues,2524,0,1159,486
150664 (2).JPG,No issues,2088,2687,958,589
,Broken,1961,1907,970,615
,Broken,1886,1320,1311,2680
,No issues,2030,2317,958,589
,No issues,2132,3050,958,589
,No issues,2183,3426,953,574
150664 (2)v.JPG,No issues,2088,723,958,589
,Broken,1961,1477,970,615
,Broken,1886,0,1311,2680
,No issues,2030,1093,958,589
,No issues,2132,360,958,589
,No issues,2183,0,953,574
150664 (2)d.JPG,No issues,2953,723,958,589
,Broken,3068,1477,970,615
,Broken,2802,0,1311,2680
,No issues,3011,1093,958,589
,No issues,2909,360,958,589
,No issues,2863,0,953,574
150949.jpg,No issues,1827,1005,270,162
,No issues,1800,1436,265,153
,No issues,1761,2226,243,147
,Flashover damage,1776,1935,247,155
,Flashover damage,1782,1743,258,152
,Flashover damage,1819,1120,270,167
,Flashover damage,1832,720,277,221
,Flashover damage,1723,699,410,1791
,Flashover damage,1794,1546,258,152
,Flashover damage,1762,2132,258,152
,No issues,1753,2311,243,147
,No issues,1807,1340,265,156
,No issues,1817,1233,265,156
,No issues,1772,2064,243,122
150949v.jpg,No issues,1827,1424,270,162
,No issues,1800,1002,265,153
,No issues,1761,218,243,147
,Flashover damage,1776,501,247,155
,Flashover damage,1782,696,258,152
,Flashover damage,1819,1304,270,167
,Flashover damage,1832,1650,277,221
,Flashover damage,1723,101,410,1791
,Flashover damage,1794,893,258,152
,Flashover damage,1762,307,258,152
,No issues,1753,133,243,147
,No issues,1807,1095,265,156
,No issues,1817,1202,265,156
,No issues,1772,405,243,122
160507.JPG,No issues,1760,2350,666,349
,No issues,1751,1688,666,350
,Flashover damage,1726,900,657,489
,Flashover damage,1680,837,792,2172
,No issues,1728,1386,656,315
,No issues,1753,2015,666,350
,No issues,1773,2691,672,317
160507h.JPG,No issues,2085,2350,666,349
,No issues,2094,1688,666,350
,Flashover damage,2128,900,657,489
,Flashover damage,2039,837,792,2172
,No issues,2127,1386,656,315
,No issues,2092,2015,666,350
,No issues,2066,2691,672,317
160507v.JPG,No issues,1760,308,666,349
,No issues,1751,969,666,350
,Flashover damage,1726,1618,657,489
,Flashover damage,1680,0,792,2172
,No issues,1728,1306,656,315
,No issues,1753,642,666,350
,No issues,1773,0,672,317
160507d.JPG,No issues,2085,308,666,349
,No issues,2094,969,666,350
,Flashover damage,2128,1618,657,489
,Flashover damage,2039,0,792,2172
,No issues,2127,1306,656,315
,No issues,2092,642,666,350
,No issues,2066,0,672,317
161030.JPG,No issues,1735,572,1289,762
,No issues,1773,2468,1272,541
,No issues,1781,1975,1251,750
,Flashover damage,1739,1082,1289,754
,Flashover damage,1671,3,1441,3006
,No issues,1719,0,1313,809
161030d.JPG,No issues,1487,1673,1289,762
,No issues,1466,0,1272,541
,No issues,1479,282,1251,750
,Flashover damage,1483,1171,1289,754
,Flashover damage,1399,0,1441,3006
,No issues,1479,2198,1313,809
161355.JPG,No issues,1751,2358,1054,594
,Flashover damage,1701,1912,1062,606
,Flashover damage,1671,1242,1108,876
,Flashover damage,1642,1170,1209,1839
161355h.JPG,No issues,1706,2358,1054,594
,Flashover damage,1748,1912,1062,606
,Flashover damage,1732,1242,1108,876
,Flashover damage,1660,1170,1209,1839
161355v.JPG,No issues,1751,55,1054,594
,Flashover damage,1701,489,1062,606
,Flashover damage,1671,889,1108,876
,Flashover damage,1642,0,1209,1839
161355d.JPG,No issues,1706,55,1054,594
,Flashover damage,1748,489,1062,606
,Flashover damage,1732,889,1108,876
,Flashover damage,1660,0,1209,1839
170058.JPG,No issues,2575,532,219,359
,No issues,2405,589,224,359
,No issues,2222,661,231,350
,Broken,1555,898,189,352
,Broken,1723,837,201,338
,Broken,1894,783,205,352
,Broken,1531,314,1686,962
,No issues,2065,713,231,350
,No issues,2750,464,231,350
,No issues,2920,400,231,350
,No issues,3098,332,118,350
170058v.JPG,No issues,2575,1244,219,359
,No issues,2405,1187,224,359
,No issues,2222,1124,231,350
,Broken,1555,885,189,352
,Broken,1723,960,201,338
,Broken,1894,1000,205,352
,Broken,1531,859,1686,962
,No issues,2065,1072,231,350
,No issues,2750,1321,231,350
,No issues,2920,1385,231,350
,No issues,3098,1453,118,350
170058d.JPG,No issues,421,1244,219,359
,No issues,586,1187,224,359
,No issues,762,1124,231,350
,Broken,1471,885,189,352
,Broken,1291,960,201,338
,Broken,1116,1000,205,352
,Broken,0,859,1686,962
,No issues,919,1072,231,350
,No issues,234,1321,231,350
,No issues,64,1385,231,350
,No issues,0,1453,118,350
170168h.JPG,Flashover damage,1814,1816,285,140
,Flashover damage,1817,1961,292,149
,Flashover damage,1808,1617,286,205
,Flashover damage,1777,1594,353,543
170168v.JPG,Flashover damage,1116,179,285,140
,Flashover damage,1106,25,292,149
,Flashover damage,1121,313,286,205
,Flashover damage,1085,0,353,543
170168d.JPG,Flashover damage,1814,179,285,140
,Flashover damage,1817,25,292,149
,Flashover damage,1808,313,286,205
,Flashover damage,1777,0,353,543
170317 (2).JPG,No issues,1968,1574,295,175
,No issues,1898,565,312,170
,No issues,1925,857,299,174
,No issues,1948,1289,297,172
,No issues,1961,1426,296,179
,Flashover damage,1970,1721,303,159
,Flashover damage,1980,1860,305,168
,No issues,1996,2003,304,158
,Flashover damage,1986,2142,311,169
,Flashover damage,1931,1152,309,158
,Flashover damage,1918,1007,316,174
,Flashover damage,1914,710,303,170
,Flashover damage,1889,366,314,222
,Flashover damage,1827,360,547,2023
170317 (2)h.JPG,No issues,1416,1574,295,175
,No issues,1469,565,312,170
,No issues,1455,857,299,174
,No issues,1434,1289,297,172
,No issues,1422,1426,296,179
,Flashover damage,1406,1721,303,159
,Flashover damage,1394,1860,305,168
,No issues,1379,2003,304,158
,Flashover damage,1382,2142,311,169
,Flashover damage,1439,1152,309,158
,Flashover damage,1445,1007,316,174
,Flashover damage,1462,710,303,170
,Flashover damage,1476,366,314,222
,Flashover damage,1305,360,547,2023
170317 (2)v.JPG,No issues,1968,706,295,175
,No issues,1898,1720,312,170
,No issues,1925,1424,299,174
,No issues,1948,994,297,172
,No issues,1961,850,296,179
,Flashover damage,1970,575,303,159
,Flashover damage,1980,427,305,168
,No issues,1996,294,304,158
,Flashover damage,1986,144,311,169
,Flashover damage,1931,1145,309,158
,Flashover damage,1918,1274,316,174
,Flashover damage,1914,1575,303,170
,Flashover damage,1889,1867,314,222
,Flashover damage,1827,72,547,2023
170661.JPG,No issues,1216,1436,476,851
,Broken,2019,1487,495,823
,Broken,2478,1505,329,867
,Broken,1,1344,3809,1092
,No issues,873,1405,476,851
,No issues,508,1396,476,851
,No issues,124,1381,476,851
,No issues,2771,1522,476,851
,No issues,3162,1538,623,892
,No issues,1592,1449,422,844
170661h.JPG,No issues,3827,1436,476,851
,Broken,3005,1487,495,823
,Broken,2712,1505,329,867
,Broken,1709,1344,3809,1092
,No issues,4170,1405,476,851
,No issues,4535,1396,476,851
,No issues,4919,1381,476,851
,No issues,2272,1522,476,851
,No issues,1734,1538,623,892
,No issues,3505,1449,422,844
170661v.JPG,No issues,1216,1392,476,851
,Broken,2019,1369,495,823
,Broken,2478,1307,329,867
,Broken,1,1243,3809,1092
,No issues,873,1423,476,851
,No issues,508,1432,476,851
,No issues,124,1447,476,851
,No issues,2771,1306,476,851
,No issues,3162,1249,623,892
,No issues,1592,1386,422,844
170661d.JPG,No issues,3827,1392,476,851
,Broken,3005,1369,495,823
,Broken,2712,1307,329,867
,Broken,1709,1243,3809,1092
,No issues,4170,1423,476,851
,No issues,4535,1432,476,851
,No issues,4919,1447,476,851
,No issues,2272,1306,476,851
,No issues,1734,1249,623,892
,No issues,3505,1386,422,844
100280.JPG,No issues,1660,1531,389,192
,No issues,1654,756,383,204
,No issues,1636,364,395,198
,Broken,1649,1146,401,194
,Broken,1589,9,506,2128
,No issues,1639,169,395,198
,No issues,1631,0,412,172
,No issues,1638,558,395,198
,No issues,1637,958,395,198
,No issues,1647,968,395,198
,No issues,1668,1714,395,198
,No issues,1663,1911,395,198
100280h.JPG,No issues,1166,1531,389,192
,No issues,1178,756,383,204
,No issues,1184,364,395,198
,Broken,1165,1146,401,194
,Broken,1120,9,506,2128
,No issues,1181,169,395,198
,No issues,1172,0,412,172
,No issues,1182,558,395,198
,No issues,1183,958,395,198
,No issues,1173,968,395,198
,No issues,1152,1714,395,198
,No issues,1157,1911,395,198
100280d.JPG,No issues,1166,412,389,192
,No issues,1178,1175,383,204
,No issues,1184,1573,395,198
,Broken,1165,795,401,194
,Broken,1120,0,506,2128
,No issues,1181,1768,395,198
,No issues,1172,1963,412,172
,No issues,1182,1379,395,198
,No issues,1183,979,395,198
,No issues,1173,969,395,198
,No issues,1152,223,395,198
,No issues,1157,26,395,198
150452.JPG,Broken,2580,1187,914,993
,Broken,1107,1,4894,3287
,Broken,1,1,1297,2633
,No issues,359,1821,928,786
,No issues,113,1399,928,786
,No issues,0,951,828,768
150693 (2).JPG,No issues,2612,2136,575,344
,Flashover damage,2626,1442,623,476
,Flashover damage,2513,1377,770,2624
,No issues,2632,1756,575,344
,No issues,2632,1949,575,344
,No issues,2601,2316,575,344
,No issues,2584,2500,575,344
,No issues,2580,2670,575,344
,No issues,2576,2823,575,344
,No issues,2562,2982,575,344
,No issues,2569,3128,575,344
,No issues,2552,3298,575,344
,No issues,2559,3444,575,344
,No issues,2532,3583,575,344
,No issues,2569,3820,506,180
150693 (2)h.JPG,No issues,2812,2136,575,344
,Flashover damage,2750,1442,623,476
,Flashover damage,2716,1377,770,2624
,No issues,2792,1756,575,344
,No issues,2792,1949,575,344
,No issues,2823,2316,575,344
,No issues,2840,2500,575,344
,No issues,2844,2670,575,344
,No issues,2848,2823,575,344
,No issues,2862,2982,575,344
,No issues,2855,3128,575,344
,No issues,2872,3298,575,344
,No issues,2865,3444,575,344
,No issues,2892,3583,575,344
,No issues,2924,3820,506,180
150693 (2)v.JPG,No issues,2612,1519,575,344
,Flashover damage,2626,2081,623,476
,Flashover damage,2513,0,770,2624
,No issues,2632,1899,575,344
,No issues,2632,1706,575,344
,No issues,2601,1339,575,344
,No issues,2584,1155,575,344
,No issues,2580,985,575,344
,No issues,2576,832,575,344
,No issues,2562,673,575,344
,No issues,2569,527,575,344
,No issues,2552,357,575,344
,No issues,2559,211,575,344
,No issues,2532,72,575,344
,No issues,2569,0,506,180
150693 (2)d.JPG,No issues,2812,1519,575,344
,Flashover damage,2750,2081,623,476
,Flashover damage,2716,0,770,2624
,No issues,2792,1899,575,344
,No issues,2792,1706,575,344
,No issues,2823,1339,575,344
,No issues,2840,1155,575,344
,No issues,2844,985,575,344
,No issues,2848,832,575,344
,No issues,2862,673,575,344
,No issues,2855,527,575,344
,No issues,2872,357,575,344
,No issues,2865,211,575,344
,No issues,2892,72,575,344
,No issues,2924,0,506,180
150952.jpg,No issues,1856,1205,718,397
,No issues,1839,17,741,414
,Flashover damage,1843,1480,726,414
,Flashover damage,1842,281,732,443
,Flashover damage,1843,883,732,425
,Flashover damage,1781,1,816,2495
,No issues,1829,652,758,360
,No issues,1848,2034,718,397
,Flashover damage,1842,1763,726,414
150952v.jpg,No issues,1856,989,718,397
,No issues,1839,2160,741,414
,Flashover damage,1843,697,726,414
,Flashover damage,1842,1867,732,443
,Flashover damage,1843,1283,732,425
,Flashover damage,1781,95,816,2495
,No issues,1829,1579,758,360
,No issues,1848,160,718,397
,Flashover damage,1842,414,726,414
150952d.jpg,No issues,1297,989,718,397
,No issues,1291,2160,741,414
,Flashover damage,1302,697,726,414
,Flashover damage,1297,1867,732,443
,Flashover damage,1296,1283,732,425
,Flashover damage,1274,95,816,2495
,No issues,1284,1579,758,360
,No issues,1305,160,718,397
,Flashover damage,1303,414,726,414
160559.JPG,No issues,2072,1831,1263,679
,Flashover damage,2076,820,1255,1092
,Flashover damage,2042,740,1336,2269
,No issues,2087,2413,1252,452
160559h.JPG,No issues,1176,1831,1263,679
,Flashover damage,1180,820,1255,1092
,Flashover damage,1133,740,1336,2269
,No issues,1172,2413,1252,452
160559v.JPG,No issues,2072,497,1263,679
,Flashover damage,2076,1095,1255,1092
,Flashover damage,2042,0,1336,2269
,No issues,2087,142,1252,452
160559d.JPG,No issues,1176,497,1263,679
,Flashover damage,1180,1095,1255,1092
,Flashover damage,1133,0,1336,2269
,No issues,1172,142,1252,452
161056.JPG,No issues,2101,2565,619,328
,No issues,2173,298,615,345
,Broken,2152,955,623,316
,Broken,2160,1279,596,333
,Broken,2105,1925,639,294
,Broken,2059,16,752,2987
,No issues,2160,0,642,301
,No issues,2147,630,640,325
,No issues,2108,2241,640,325
,Broken,2134,1601,596,333
161056v.JPG,No issues,2101,114,619,328
,No issues,2173,2364,615,345
,Broken,2152,1736,623,316
